pk_cid,cluster,cluster_name
1206858,1,Universitarios Estándar
1206859,5,Jóvenes Activos Básicos
1206861,2,Inactivos Totales
1206862,5,Jóvenes Activos Básicos
1206863,6,Alto Potencial Virgen
1206864,6,Alto Potencial Virgen
1206865,5,Jóvenes Activos Básicos
1206866,6,Alto Potencial Virgen
1206867,5,Jóvenes Activos Básicos
1206868,5,Jóvenes Activos Básicos
1206869,5,Jóvenes Activos Básicos
1206871,6,Alto Potencial Virgen
1206872,6,Alto Potencial Virgen
1206873,5,Jóvenes Activos Básicos
1206874,6,Alto Potencial Virgen
1206875,1,Universitarios Estándar
1206876,2,Inactivos Totales
1206877,6,Alto Potencial Virgen
1206878,6,Alto Potencial Virgen
1206879,5,Jóvenes Activos Básicos
1206881,7,Valor Medio-Alto
1206882,5,Jóvenes Activos Básicos
1206883,6,Alto Potencial Virgen
1206884,6,Alto Potencial Virgen
1206885,6,Alto Potencial Virgen
1206886,6,Alto Potencial Virgen
1206887,1,Universitarios Estándar
1206888,5,Jóvenes Activos Básicos
1206889,6,Alto Potencial Virgen
1206891,6,Alto Potencial Virgen
1206892,5,Jóvenes Activos Básicos
1206893,5,Jóvenes Activos Básicos
1206894,6,Alto Potencial Virgen
1206895,4,Alto Valor Principal
1206897,6,Alto Potencial Virgen
1206898,3,Profesionales Dormidos
1206899,5,Jóvenes Activos Básicos
1206900,5,Jóvenes Activos Básicos
1206901,8,Emergentes Premium
1206902,6,Alto Potencial Virgen
1206903,1,Universitarios Estándar
1206905,6,Alto Potencial Virgen
1206906,2,Inactivos Totales
1206907,5,Jóvenes Activos Básicos
1206908,6,Alto Potencial Virgen
1206909,1,Universitarios Estándar
1206910,6,Alto Potencial Virgen
1206911,6,Alto Potencial Virgen
1206912,2,Inactivos Totales
1206913,5,Jóvenes Activos Básicos
1206914,6,Alto Potencial Virgen
1206915,2,Inactivos Totales
1206916,1,Universitarios Estándar
1206917,8,Emergentes Premium
1206918,5,Jóvenes Activos Básicos
1206919,6,Alto Potencial Virgen
1206920,6,Alto Potencial Virgen
1206921,5,Jóvenes Activos Básicos
1206922,2,Inactivos Totales
1206923,6,Alto Potencial Virgen
1206924,7,Valor Medio-Alto
1206925,7,Valor Medio-Alto
1206927,6,Alto Potencial Virgen
1206928,2,Inactivos Totales
1206929,6,Alto Potencial Virgen
1206930,6,Alto Potencial Virgen
1206931,5,Jóvenes Activos Básicos
1206932,2,Inactivos Totales
1206933,6,Alto Potencial Virgen
1206934,2,Inactivos Totales
1206935,5,Jóvenes Activos Básicos
1206936,6,Alto Potencial Virgen
1206937,2,Inactivos Totales
1206938,1,Universitarios Estándar
1206939,6,Alto Potencial Virgen
1206940,5,Jóvenes Activos Básicos
1206941,1,Universitarios Estándar
1206942,6,Alto Potencial Virgen
1206943,1,Universitarios Estándar
1206944,2,Inactivos Totales
1206945,1,Universitarios Estándar
1206946,5,Jóvenes Activos Básicos
1206947,6,Alto Potencial Virgen
1206948,5,Jóvenes Activos Básicos
1206949,1,Universitarios Estándar
1206950,2,Inactivos Totales
1206951,6,Alto Potencial Virgen
1206952,6,Alto Potencial Virgen
1206953,6,Alto Potencial Virgen
1206954,1,Universitarios Estándar
1206955,6,Alto Potencial Virgen
1206956,6,Alto Potencial Virgen
1206957,5,Jóvenes Activos Básicos
1206958,2,Inactivos Totales
1206959,6,Alto Potencial Virgen
1206960,6,Alto Potencial Virgen
1206962,5,Jóvenes Activos Básicos
1206963,4,Alto Valor Principal
1206965,3,Profesionales Dormidos
1206966,6,Alto Potencial Virgen
1206967,5,Jóvenes Activos Básicos
1206969,2,Inactivos Totales
1206970,2,Inactivos Totales
1206971,1,Universitarios Estándar
1206972,5,Jóvenes Activos Básicos
1206973,6,Alto Potencial Virgen
1206974,6,Alto Potencial Virgen
1206975,6,Alto Potencial Virgen
1206976,1,Universitarios Estándar
1206977,5,Jóvenes Activos Básicos
1206978,6,Alto Potencial Virgen
1206979,5,Jóvenes Activos Básicos
1206980,6,Alto Potencial Virgen
1206981,5,Jóvenes Activos Básicos
1206982,2,Inactivos Totales
1206983,6,Alto Potencial Virgen
1206984,1,Universitarios Estándar
1206985,1,Universitarios Estándar
1206986,6,Alto Potencial Virgen
1206987,8,Emergentes Premium
1206988,6,Alto Potencial Virgen
1206989,3,Profesionales Dormidos
1206990,2,Inactivos Totales
1206991,7,Valor Medio-Alto
1206992,1,Universitarios Estándar
1206993,6,Alto Potencial Virgen
1206996,5,Jóvenes Activos Básicos
1206997,6,Alto Potencial Virgen
1206998,2,Inactivos Totales
1206999,6,Alto Potencial Virgen
1207000,1,Universitarios Estándar
1207001,2,Inactivos Totales
1207002,1,Universitarios Estándar
1207003,5,Jóvenes Activos Básicos
1207004,6,Alto Potencial Virgen
1207006,3,Profesionales Dormidos
1207007,8,Emergentes Premium
1207008,5,Jóvenes Activos Básicos
1207009,1,Universitarios Estándar
1207010,2,Inactivos Totales
1207011,6,Alto Potencial Virgen
1207012,1,Universitarios Estándar
1207013,5,Jóvenes Activos Básicos
1207014,2,Inactivos Totales
1207015,5,Jóvenes Activos Básicos
1207016,1,Universitarios Estándar
1207017,6,Alto Potencial Virgen
1207018,8,Emergentes Premium
1207020,2,Inactivos Totales
1207021,6,Alto Potencial Virgen
1207022,1,Universitarios Estándar
1207023,5,Jóvenes Activos Básicos
1207024,6,Alto Potencial Virgen
1207025,2,Inactivos Totales
1207026,3,Profesionales Dormidos
1207027,5,Jóvenes Activos Básicos
1207028,1,Universitarios Estándar
1207029,3,Profesionales Dormidos
1207030,6,Alto Potencial Virgen
1207031,8,Emergentes Premium
1207032,5,Jóvenes Activos Básicos
1207033,5,Jóvenes Activos Básicos
1207034,1,Universitarios Estándar
1207035,8,Emergentes Premium
1207036,5,Jóvenes Activos Básicos
1207037,5,Jóvenes Activos Básicos
1207038,5,Jóvenes Activos Básicos
1207039,1,Universitarios Estándar
1207040,8,Emergentes Premium
1207041,6,Alto Potencial Virgen
1207042,5,Jóvenes Activos Básicos
1207043,5,Jóvenes Activos Básicos
1207044,1,Universitarios Estándar
1207045,2,Inactivos Totales
1207046,2,Inactivos Totales
1207047,5,Jóvenes Activos Básicos
1207048,1,Universitarios Estándar
1207049,5,Jóvenes Activos Básicos
1207050,6,Alto Potencial Virgen
1207051,5,Jóvenes Activos Básicos
1207052,6,Alto Potencial Virgen
1207053,5,Jóvenes Activos Básicos
1207054,2,Inactivos Totales
1207055,6,Alto Potencial Virgen
1207056,2,Inactivos Totales
1207057,5,Jóvenes Activos Básicos
1207058,1,Universitarios Estándar
1207059,6,Alto Potencial Virgen
1207060,6,Alto Potencial Virgen
1207061,6,Alto Potencial Virgen
1207062,7,Valor Medio-Alto
1207063,1,Universitarios Estándar
1207064,2,Inactivos Totales
1207065,8,Emergentes Premium
1207066,2,Inactivos Totales
1207067,3,Profesionales Dormidos
1207068,2,Inactivos Totales
1207069,6,Alto Potencial Virgen
1207070,5,Jóvenes Activos Básicos
1207071,4,Alto Valor Principal
1207072,2,Inactivos Totales
1207074,6,Alto Potencial Virgen
1207075,2,Inactivos Totales
1207076,2,Inactivos Totales
1207077,1,Universitarios Estándar
1207078,5,Jóvenes Activos Básicos
1207079,6,Alto Potencial Virgen
1207080,2,Inactivos Totales
1207081,7,Valor Medio-Alto
1207082,6,Alto Potencial Virgen
1207083,6,Alto Potencial Virgen
1207084,6,Alto Potencial Virgen
1207085,8,Emergentes Premium
1207086,1,Universitarios Estándar
1207087,2,Inactivos Totales
1207089,1,Universitarios Estándar
1207090,2,Inactivos Totales
1207091,6,Alto Potencial Virgen
1207092,1,Universitarios Estándar
1207093,2,Inactivos Totales
1207094,2,Inactivos Totales
1207095,6,Alto Potencial Virgen
1207096,4,Alto Valor Principal
1207097,1,Universitarios Estándar
1207098,6,Alto Potencial Virgen
1207099,2,Inactivos Totales
1207100,1,Universitarios Estándar
1207101,6,Alto Potencial Virgen
1207102,7,Valor Medio-Alto
1207103,5,Jóvenes Activos Básicos
1207104,2,Inactivos Totales
1207105,1,Universitarios Estándar
1207106,6,Alto Potencial Virgen
1207107,6,Alto Potencial Virgen
1207108,1,Universitarios Estándar
1207109,8,Emergentes Premium
1207110,6,Alto Potencial Virgen
1207111,2,Inactivos Totales
1207112,2,Inactivos Totales
1207114,3,Profesionales Dormidos
1207116,1,Universitarios Estándar
1207117,6,Alto Potencial Virgen
1207118,7,Valor Medio-Alto
1207119,8,Emergentes Premium
1207120,2,Inactivos Totales
1207121,6,Alto Potencial Virgen
1207122,8,Emergentes Premium
1207123,3,Profesionales Dormidos
1207124,6,Alto Potencial Virgen
1207125,1,Universitarios Estándar
1207126,6,Alto Potencial Virgen
1207127,6,Alto Potencial Virgen
1207128,6,Alto Potencial Virgen
1207129,1,Universitarios Estándar
1207130,6,Alto Potencial Virgen
1207131,5,Jóvenes Activos Básicos
1207132,6,Alto Potencial Virgen
1207133,6,Alto Potencial Virgen
1207134,1,Universitarios Estándar
1207135,1,Universitarios Estándar
1207136,2,Inactivos Totales
1207137,6,Alto Potencial Virgen
1207138,6,Alto Potencial Virgen
1207139,2,Inactivos Totales
1207140,2,Inactivos Totales
1207141,2,Inactivos Totales
1207142,1,Universitarios Estándar
1207143,5,Jóvenes Activos Básicos
1207144,1,Universitarios Estándar
1207145,8,Emergentes Premium
1207146,2,Inactivos Totales
1207147,1,Universitarios Estándar
1207148,6,Alto Potencial Virgen
1207149,7,Valor Medio-Alto
1207150,2,Inactivos Totales
1207151,6,Alto Potencial Virgen
1207152,6,Alto Potencial Virgen
1207153,6,Alto Potencial Virgen
1207154,2,Inactivos Totales
1207155,6,Alto Potencial Virgen
1207156,6,Alto Potencial Virgen
1207157,4,Alto Valor Principal
1207158,6,Alto Potencial Virgen
1207159,6,Alto Potencial Virgen
1207160,2,Inactivos Totales
1207161,6,Alto Potencial Virgen
1207162,1,Universitarios Estándar
1207163,8,Emergentes Premium
1207164,6,Alto Potencial Virgen
1207165,6,Alto Potencial Virgen
1207166,1,Universitarios Estándar
1207167,4,Alto Valor Principal
1207168,4,Alto Valor Principal
1207170,8,Emergentes Premium
1207171,6,Alto Potencial Virgen
1207172,1,Universitarios Estándar
1207173,5,Jóvenes Activos Básicos
1207174,6,Alto Potencial Virgen
1207175,2,Inactivos Totales
1207177,6,Alto Potencial Virgen
1207178,7,Valor Medio-Alto
1207179,3,Profesionales Dormidos
1207180,1,Universitarios Estándar
1207181,1,Universitarios Estándar
1207182,5,Jóvenes Activos Básicos
1207183,6,Alto Potencial Virgen
1207184,6,Alto Potencial Virgen
1207185,5,Jóvenes Activos Básicos
1207186,2,Inactivos Totales
1207187,8,Emergentes Premium
1207188,2,Inactivos Totales
1207189,6,Alto Potencial Virgen
1207190,8,Emergentes Premium
1207191,7,Valor Medio-Alto
1207192,1,Universitarios Estándar
1207193,6,Alto Potencial Virgen
1207194,6,Alto Potencial Virgen
1207195,2,Inactivos Totales
1207196,1,Universitarios Estándar
1207197,1,Universitarios Estándar
1207198,6,Alto Potencial Virgen
1207199,5,Jóvenes Activos Básicos
1207200,1,Universitarios Estándar
1207201,8,Emergentes Premium
1207202,1,Universitarios Estándar
1207203,2,Inactivos Totales
1207204,5,Jóvenes Activos Básicos
1207205,8,Emergentes Premium
1207206,5,Jóvenes Activos Básicos
1207207,2,Inactivos Totales
1207208,1,Universitarios Estándar
1207209,5,Jóvenes Activos Básicos
1207210,2,Inactivos Totales
1207211,6,Alto Potencial Virgen
1207212,5,Jóvenes Activos Básicos
1207213,1,Universitarios Estándar
1207214,6,Alto Potencial Virgen
1207215,3,Profesionales Dormidos
1207216,1,Universitarios Estándar
1207217,6,Alto Potencial Virgen
1207219,4,Alto Valor Principal
1207221,1,Universitarios Estándar
1207222,6,Alto Potencial Virgen
1207223,1,Universitarios Estándar
1207224,6,Alto Potencial Virgen
1207225,6,Alto Potencial Virgen
1207226,5,Jóvenes Activos Básicos
1207227,6,Alto Potencial Virgen
1207228,1,Universitarios Estándar
1207229,6,Alto Potencial Virgen
1207230,2,Inactivos Totales
1207231,8,Emergentes Premium
1207232,1,Universitarios Estándar
1207233,7,Valor Medio-Alto
1207234,1,Universitarios Estándar
1207235,5,Jóvenes Activos Básicos
1207236,6,Alto Potencial Virgen
1207237,6,Alto Potencial Virgen
1207238,5,Jóvenes Activos Básicos
1207239,6,Alto Potencial Virgen
1207240,1,Universitarios Estándar
1207241,5,Jóvenes Activos Básicos
1207242,6,Alto Potencial Virgen
1207243,2,Inactivos Totales
1207244,1,Universitarios Estándar
1207245,6,Alto Potencial Virgen
1207246,5,Jóvenes Activos Básicos
1207247,6,Alto Potencial Virgen
1207248,5,Jóvenes Activos Básicos
1207249,8,Emergentes Premium
1207250,1,Universitarios Estándar
1207251,8,Emergentes Premium
1207252,1,Universitarios Estándar
1207253,2,Inactivos Totales
1207254,5,Jóvenes Activos Básicos
1207255,6,Alto Potencial Virgen
1207256,8,Emergentes Premium
1207257,1,Universitarios Estándar
1207259,2,Inactivos Totales
1207260,5,Jóvenes Activos Básicos
1207261,5,Jóvenes Activos Básicos
1207263,5,Jóvenes Activos Básicos
1207264,6,Alto Potencial Virgen
1207265,1,Universitarios Estándar
1207266,1,Universitarios Estándar
1207267,1,Universitarios Estándar
1207268,5,Jóvenes Activos Básicos
1207269,2,Inactivos Totales
1207270,6,Alto Potencial Virgen
1207271,8,Emergentes Premium
1207272,5,Jóvenes Activos Básicos
1207273,5,Jóvenes Activos Básicos
1207274,8,Emergentes Premium
1207275,2,Inactivos Totales
1207276,6,Alto Potencial Virgen
1207277,5,Jóvenes Activos Básicos
1207278,3,Profesionales Dormidos
1207279,3,Profesionales Dormidos
1207280,2,Inactivos Totales
1207281,5,Jóvenes Activos Básicos
1207282,2,Inactivos Totales
1207284,3,Profesionales Dormidos
1207285,6,Alto Potencial Virgen
1207286,5,Jóvenes Activos Básicos
1207287,2,Inactivos Totales
1207288,2,Inactivos Totales
1207289,6,Alto Potencial Virgen
1207290,1,Universitarios Estándar
1207291,7,Valor Medio-Alto
1207292,2,Inactivos Totales
1207293,2,Inactivos Totales
1207294,6,Alto Potencial Virgen
1207295,5,Jóvenes Activos Básicos
1207296,5,Jóvenes Activos Básicos
1207297,1,Universitarios Estándar
1207298,2,Inactivos Totales
1207299,2,Inactivos Totales
1207300,2,Inactivos Totales
1207301,5,Jóvenes Activos Básicos
1207302,1,Universitarios Estándar
1207303,6,Alto Potencial Virgen
1207304,3,Profesionales Dormidos
1207305,2,Inactivos Totales
1207306,8,Emergentes Premium
1207308,1,Universitarios Estándar
1207310,6,Alto Potencial Virgen
1207311,2,Inactivos Totales
1207312,2,Inactivos Totales
1207313,5,Jóvenes Activos Básicos
1207314,5,Jóvenes Activos Básicos
1207315,1,Universitarios Estándar
1207316,8,Emergentes Premium
1207318,5,Jóvenes Activos Básicos
1207319,3,Profesionales Dormidos
1207320,3,Profesionales Dormidos
1207321,6,Alto Potencial Virgen
1207322,2,Inactivos Totales
1207323,5,Jóvenes Activos Básicos
1207324,5,Jóvenes Activos Básicos
1207325,5,Jóvenes Activos Básicos
1207326,7,Valor Medio-Alto
1207327,1,Universitarios Estándar
1207329,5,Jóvenes Activos Básicos
1207330,5,Jóvenes Activos Básicos
1207331,5,Jóvenes Activos Básicos
1207332,5,Jóvenes Activos Básicos
1207333,1,Universitarios Estándar
1207334,2,Inactivos Totales
1207335,6,Alto Potencial Virgen
1207336,7,Valor Medio-Alto
1207337,1,Universitarios Estándar
1207338,2,Inactivos Totales
1207339,2,Inactivos Totales
1207340,5,Jóvenes Activos Básicos
1207341,1,Universitarios Estándar
1207342,4,Alto Valor Principal
1207343,7,Valor Medio-Alto
1207344,5,Jóvenes Activos Básicos
1207345,5,Jóvenes Activos Básicos
1207346,6,Alto Potencial Virgen
1207347,1,Universitarios Estándar
1207348,5,Jóvenes Activos Básicos
1207349,2,Inactivos Totales
1207350,5,Jóvenes Activos Básicos
1207351,5,Jóvenes Activos Básicos
1207352,5,Jóvenes Activos Básicos
1207353,1,Universitarios Estándar
1207354,2,Inactivos Totales
1207355,4,Alto Valor Principal
1207356,4,Alto Valor Principal
1207357,3,Profesionales Dormidos
1207359,1,Universitarios Estándar
1207360,3,Profesionales Dormidos
1207361,5,Jóvenes Activos Básicos
1207362,2,Inactivos Totales
1207363,2,Inactivos Totales
1207364,5,Jóvenes Activos Básicos
1207365,5,Jóvenes Activos Básicos
1207366,4,Alto Valor Principal
1207367,5,Jóvenes Activos Básicos
1207368,5,Jóvenes Activos Básicos
1207369,2,Inactivos Totales
1207370,5,Jóvenes Activos Básicos
1207372,8,Emergentes Premium
1207373,2,Inactivos Totales
1207374,1,Universitarios Estándar
1207375,5,Jóvenes Activos Básicos
1207376,5,Jóvenes Activos Básicos
1207377,2,Inactivos Totales
1207379,1,Universitarios Estándar
1207380,5,Jóvenes Activos Básicos
1207381,2,Inactivos Totales
1207382,2,Inactivos Totales
1207383,2,Inactivos Totales
1207384,5,Jóvenes Activos Básicos
1207386,5,Jóvenes Activos Básicos
1207387,5,Jóvenes Activos Básicos
1207388,8,Emergentes Premium
1207389,5,Jóvenes Activos Básicos
1207390,2,Inactivos Totales
1207391,7,Valor Medio-Alto
1207392,5,Jóvenes Activos Básicos
1207393,6,Alto Potencial Virgen
1207394,5,Jóvenes Activos Básicos
1207395,2,Inactivos Totales
1207396,7,Valor Medio-Alto
1207397,5,Jóvenes Activos Básicos
1207398,1,Universitarios Estándar
1207400,2,Inactivos Totales
1207401,8,Emergentes Premium
1207403,5,Jóvenes Activos Básicos
1207404,5,Jóvenes Activos Básicos
1207405,5,Jóvenes Activos Básicos
1207406,2,Inactivos Totales
1207407,7,Valor Medio-Alto
1207410,2,Inactivos Totales
1207411,8,Emergentes Premium
